Log Temuan,Kategori,cleaned_text
Redaksi error validasi nama file untuk Periode Data Laporan seharusnya mengandung periode triwulanan (tidak hanya yyyymmdd),Minor,redaksi error validasi nama file untuk periode data laporan seharusnya mengandung periode triwulanan tidak hanya yyyymmdd
Form pendaftaran yang sudah di input public belum masuk ke akun mpks tester 1,Mayor,form pendaftaran yang sudah di masukan public belum masuk ke akun mpks tester 1
terdapat kolom kosong diantara kolom nomor dan kolom no. pendaftaran,Minor,terdapat kolom kosong diantara kolom nomor dan kolom no pendaftaran
Mohon di hilangkan underscore pada nama kolom,Kosmetik,mohon di hilangkan underscore pada nama kolom
Pada saat drafter memasukkan data Hasil Utama data tidak masuk di akun drafter maupun akun reviewer,Mayor,pada saat drafter memasukkan data hasil utama data tidak masuk di akun drafter maupun akun reviewer
"setelah berhasil melakukan proses verifikasi dokumen, dokumen tidak masuk ke menu proses ideb",Mayor,setelah berhasil melakukan proses verifikasi dokumen dokumen tidak masuk ke menu proses ideb
"Preview Data<br>Belum terdapat Analisis Keuangan, langsung pada tab Neraca, dan Laba/Rugi",Minor,preview data [html_tag] belum terdapat analisis keuangan langsung pada tab neraca dan laba rugi
Gagal mengaktif dan non aktifkan status pegawai,Mayor,gagal mengaktif dan non aktifkan status pegawai
"Pada saat berhasil simpan draft, tidak menampilkan button pilihan Lihat/Refresh Data/Edit/Hapus secara langsung, harus Refresh manual terlebih dahulu agar button tampil pada tabel data",Minor,pada saat berhasil simpan draft tidak menampilkan button pilihan lihat refresh data edit hapus secara langsung harus refresh manual terlebih dahulu agar button tampil pada tabel data
Redaksi error apabila <i>tidak ada header </i>dan <i>header lebih dari satu </i>seharusnya memberikan error yang relevan dengan kondisi tersebut (error ditampilkan saat ini masih mengacu pada kesalahan jumlah kolom pada header),Minor,redaksi error apabila [html_tag] tidak ada header [html_tag] dan [html_tag] header lebih dari satu [html_tag] seharusnya memberikan error yang relevan dengan kondisi tersebut error ditampilkan saat ini masih mengacu pada kesalahan jumlah kolom pada header
nama kolom belum sesuai dengan struktur data,Mayor,nama kolom belum sesuai dengan struktur data
kode jenis usaha apapun lolos validasi,Mayor,kode jenis usaha apapun lolos validasi
"kode jenis usaha BUS menggunakan \""02\"" namun saat dimasukan kode jenis usaha yang lain masih lolos",Mayor,kode jenis usaha bus menggunakan 02 namun saat dimasukan kode jenis usaha yang lain masih lolos
Tidak bisa login,Mayor,tidak bisa login
nama kolom belum sesuai dengan struktur data<br>,Mayor,nama kolom belum sesuai dengan struktur data [html_tag]
Pada Menu Approver diluar harusnya ada button setujui.,Mayor,pada menu approver diluar harusnya ada button setujui
"ketika melakukan filter dengan format tanggal awal pendaftaran sesuai dengan pesan pada alert gagal, tetap tidak bisa klik button",Mayor,ketika melakukan filter dengan format tanggal awal pendaftaran sesuai dengan pesan pada alert gagal tetap tidak bisa klik button
"Tabel Neraca dan Laba/Rugi terdapat typo pada judul kolom ""Selesih 2025 - Des 2025""",Kosmetik,tabel neraca dan laba rugi terdapat typo pada judul kolom selesih 2025 des 2025
"Pada Hasil Export Excel terdapat judul kolom yang belum sesuai. ""Analisis Perkembangan Neraca""",Minor,pada hasil export excel terdapat judul kolom yang belum sesuai analisis perkembangan neraca
"keterangan seharusnya tidak perlu menggunakan koma(,)",Kosmetik,keterangan seharusnya tidak perlu menggunakan koma
"Hasil Export Excel Grafik ""Lampiran Grafik Pendapatan Operasional dan Beban Operasional"" belum sesuai dengan web",Mayor,hasil export excel grafik lampiran grafik pendapatan operasional dan beban operasional belum sesuai dengan web
Password untuk External dibuat expired selama 60 hari sesuai ketentuan MPSI terbaru,Mayor,password untuk external dibuat expired selama 60 hari sesuai ketentuan mpsi terbaru
"Hasil Export Excel Grafik ""Unsur Beban Operasional"" belum sesuai dengan web",Mayor,hasil export excel grafik unsur beban operasional belum sesuai dengan web
Jenis Layanan ketika tidak di isi lalu klik button tampilkan muncul alert,Mayor,jenis layanan ketika tidak di isi lalu klik button tampilkan muncul alert
Pada saat melakukan Export PDF muncul pop up kesalahan tidak bisa dibuka.,Mayor,pada saat melakukan export pdf muncul pop up kesalahan tidak bisa dibuka
"Pada Hasil Export Excel belum terdapat Konseptor, dan Riwayat Konseptor",Mayor,pada hasil export excel belum terdapat konseptor dan riwayat konseptor
Pada Menu FER saat export data grafik pada aplikasi dan export excel berbeda,Mayor,pada menu fer saat export data grafik pada aplikasi dan export excel berbeda
terdapat kolom kosong pada tabel,Minor,terdapat kolom kosong pada tabel
"pada sub menu Self Assessment, di skenario tertulis \""Self Assessment Edukasi dan Perlindungan Konsumen\""",Kosmetik,pada sub menu self assessment di skenario tertulis self assessment edukasi dan perlindungan konsumen
"ketika difilter dengan isian, tahun 2026, nama surver test self assessment, kertas kerja kertas kerja pelaksanaan edukasi. jadi ke landing page",Mayor,ketika difilter dengan isian tahun 2026 nama surver test self assessment kertas kerja kertas kerja pelaksanaan edukasi jadi ke landing page
"ketika memilih nama PUJK PT BANK NEGARA INDONESIA. dan klik lihat, terjadi akses ditolak",Mayor,ketika memilih nama pujk pt bank negara indonesia dan klik lihat terjadi akses ditolak
"filter tanggal sangat rinci, jika tidak tahu jam, menit dan detik, data tidak tampil",Minor,filter tanggal sangat rinci jika tidak tahu jam menit dan detik data tidak tampil
Pada Menu Approver diluar harusnya ada button setujui.,Mayor,pada menu approver diluar harusnya ada button setujui
email belum masuk lebih dari 30 menit,Mayor,email belum masuk lebih dari 30 menit
email laporan triwulan sudah masuk tetapi monitoring masih kosong,Mayor,email laporan triwulan sudah masuk tetapi monitoring masih kosong
Pada data PT Alami Fintek Syariah 2024 Garis grafik tidak muncul,Minor,pada data pt alami fintek syariah 2024 garis grafik tidak muncul
"Pilih salah satu PUJK (PT BANK NEGARA INDONESIA (PERSERO), Tbk), provinsi dan kota tidak masuk<br><br>Pada log services CAM, data provinsi dan kota tersedia",Mayor,pilih salah satu pujk pt bank negara indonesia persero tbk provinsi dan kota tidak masuk [html_tag] [html_tag] pada log services cam data provinsi dan kota tersedia
pesan pada alert mandatory belum sesuai,Mayor,pesan pada alert mandatory belum sesuai
Data tidak muncul ketika di filter,Minor,data tidak muncul ketika di filter
Hasil Export PDF pada grafik belum sesuai dengan web,Mayor,hasil export pdf pada grafik belum sesuai dengan web
"ketika memilih opsi satuan kerja Direktorat Pengawasan Terintegrasi 2 dan Kantor Regional 2 Jawa Barat, tidak bisa melakukan simpan data, tetapi ketika memilih opsi *semua* berhasil tersimpan, dan 2 kantor yang gagal sebelumnya jadi berhasil tersimpan",Mayor,ketika memilih opsi satuan kerja direktorat pengawasan terintegrasi 2 dan kantor regional 2 jawa barat tidak bisa melakukan simpan data tetapi ketika memilih opsi semua berhasil tersimpan dan 2 kantor yang gagal sebelumnya jadi berhasil tersimpan
Pilihan data tidak muncul saat klik button list,Mayor,pilihan data tidak muncul saat klik button list
"ketika memilih satuan kerja Direktorat Pengawasan Terintegrasi 2 dan Kantor Regional 2 Jawa Barat untuk dilakukan perubahan, berhasil masuk kedalam form perubahan tetapi ketika klik button simpan muncul pop up gagal karena satuan kerja tidak ditemukan",Mayor,ketika memilih satuan kerja direktorat pengawasan terintegrasi 2 dan kantor regional 2 jawa barat untuk dilakukan perubahan berhasil masuk kedalam form perubahan tetapi ketika klik button simpan muncul pop up gagal karena satuan kerja tidak ditemukan
1. Panjang maks kolom 7 strukdat blm sesuai<br><br>2. Referensi kolom 6 blm muncul pesan error di baris 3 dan 4<br>,Mayor,1 panjang maks kolom 7 struktur data belum sesuai [html_tag] [html_tag] 2 referensi kolom 6 belum muncul pesan error di baris 3 dan 4 [html_tag]
"saat pengisian Kabupaten/Kota Debitur, seharusnya tidak ada pilihan Provinsi",Minor,saat pengisian kabupaten kota debitur seharusnya tidak ada pilihan provinsi
"Saat menjalankan skenario 9, Gagal Lapor Rutin, Email pengawas tidak masuk",Mayor,saat menjalankan skenario 9 gagal lapor rutin email pengawas tidak masuk
"saat tambah evaluasi dampak kegiatan, blm ada pop up ketika berhasil tersimpan. mohon ditambahkan pop up berhasil simpan",Minor,saat tambah evaluasi dampak kegiatan belum ada pop up ketika berhasil tersimpan mohon ditambahkan pop up berhasil simpan
"kolom keterangan error untuk tanggal mulai dan berakhir belum spesifik menjelaskan untuk format tanggal yang digunakan seperti apa, apakah dd/mm/yyyy, dd.mm.yyyy, yyyy/mm/dd atau format lain<br><br>kode satker dan kode ideb tidak di isi, tidak mucul di keterangan error",Mayor,kolom keterangan error untuk tanggal mulai dan berakhir belum spesifik menjelaskan untuk format tanggal yang digunakan seperti apa apakah dd mm yyyy dd mm yyyy yyyy mm dd atau format lain [html_tag] [html_tag] kode satker dan kode ideb tidak di isi tidak mucul di keterangan error
belum ada keterangan mandatory dan notif harus checklist sebelum klik Ajukan Permohonan,Minor,belum ada keterangan mandatory dan notif harus checklist sebelum klik ajukan permohonan
"saat hapus hasil copy kegiatan, blm ada <b>pop up berhasil dihapus</b>",Minor,saat hapus hasil copy kegiatan belum ada [html_tag] pop up berhasil dihapus [html_tag]
Tidak ada nya konfirmasi nomor Laporan Rencana Inklusi dan Laporan Pelaksanaan Inklusi ke email eksternal.,Mayor,tidak ada nya konfirmasi nomor laporan rencana inklusi dan laporan pelaksanaan inklusi ke email eksternal
"pilih icon Cetak:<br>1. pada aplikasi <b>cakupan kegiatan </b>namun saaat dicetak menjadi<b> ruang lingkup kegiatan</b>, mohon disamakan antara cetak dengan aplikasi<br><br>2. pada aplikasi hanya isi sektor perbankan, namun pada cetak ada materi sektor industri keuangan non-bank walaupun tidak ada isinya, padahal di aplikasi materi sektor industri keuangan non-bank tidak ada",Mayor,pilih icon cetak [html_tag] 1 pada aplikasi [html_tag] cakupan kegiatan [html_tag] namun saaat dicetak menjadi [html_tag] ruang lingkup kegiatan [html_tag] mohon disamakan antara cetak dengan aplikasi [html_tag] [html_tag] 2 pada aplikasi hanya isi sektor perbankan namun pada cetak ada materi sektor industri keuangan non bank walaupun tidak ada isi nya padahal di aplikasi materi sektor industri keuangan non bank tidak ada
"Tidak ada kolom YoY (%), tidak sesuai dengan mockup<br>",Mayor,tidak ada kolom yo y tidak sesuai dengan mockup [html_tag]
"saat berhasil tolak data, popup berhasil tolak data sama dengan popup berhasil verif data",Kosmetik,saat berhasil tolak data popup berhasil tolak data sama dengan popup berhasil verif data
"Expected : Terdapat kolum YoY(%) pada bagian AP, KAP dan OpiniActual : Kolum YoY(%) pada bagian AP, KAP dan Opini tidak muncul dan tidak bisa discroll kesamping",Mayor,expected terdapat kolum yo y pada bagian ap kap dan opini actual kolum yo y pada bagian ap kap dan opini tidak muncul dan tidak bisa discroll kesamping
sudah lapor namun status pelaporan ditulis <b>belum lapor</b>,Mayor,sudah lapor namun status pelaporan ditulis [html_tag] belum lapor [html_tag]
Format bold sub bagian pada tampilan tidak sesuai dengan mockup,Kosmetik,format bold sub bagian pada tampilan tidak sesuai dengan mockup
jumlah form pada bukti kirim masih belum sesuai dengan form yang dikirim,Mayor,jumlah form pada bukti kirim masih belum sesuai dengan form yang dikirim
"Tidak ditemukan baris Current Ratio, dan seharusnya <strong>Current </strong>not Curent",Kosmetik,tidak ditemukan baris current ratio dan seharusnya [html_tag] current [html_tag] not curent
"Saat menjalankan skenario 14, berhasil kirim client tetapi email dan monitoring tidak terupdate",Fatal,saat menjalankan skenario 14 berhasil kirim client tetapi email dan monitoring tidak terupdate
Data di filter menggunakan kode tidak muncul,Minor,data di filter menggunakan kode tidak muncul
mohon untuk tulisan Walkin diubah menjadi Walk In agar konsisten,Kosmetik,mohon untuk tulisan walkin diubah menjadi walk in agar konsisten
"Tidak ada baris \""Current Ratio\"" pada kolum informasi (sama dengan temuan 18)",Mayor,tidak ada baris current ratio pada kolum informasi sama dengan temuan 18
Hasil data yang keluar dan data yang di filter berbeda,Mayor,hasil data yang keluar dan data yang di filter berbeda
Pada data PT Ammana Fintek Syariah 2025 data export dan PDF title pada tabelnya baiknya disesuaikan dengan aplikasi,Kosmetik,pada data pt ammana fintek syariah 2025 data export dan pdf title pada tabel nya baiknya disesuaikan dengan aplikasi
Data tidak muncul pada tabel link detail,Mayor,data tidak muncul pada tabel link detail
"mohon hilangkan simbol \"" - \"" sebelum kata rata-rata di header",Kosmetik,mohon hilangkan simbol sebelum kata rata rata di header
Email gagal dan redaksi tidak sesuai,Mayor,email gagal dan redaksi tidak sesuai
1. Panjang maks kolom 8 strukdat blm sesuai. Strukdat perlu disesuaikan<br>,Mayor,1 panjang maks kolom 8 struktur data belum sesuai struktur data perlu disesuaikan [html_tag]
"berhasil kekirim, namun no laporan tidak muncul pada list tabel<br><br>tambahkan kolom nomor laporan semester 1 dan nomor laporan semester 2",Mayor,berhasil kekirim namun no laporan tidak muncul pada list tabel [html_tag] [html_tag] tambahkan kolom nomor laporan semester 1 dan nomor laporan semester 2
Redaksi error penamaan Header Tidak Sesuai dengan penamaan Header di Struktur Data,Minor,redaksi error penamaan header tidak sesuai dengan penamaan header di struktur data
Urutan perusahaan pada aplikasi dan spreadsheets berbeda,Kosmetik,urutan perusahaan pada aplikasi dan spreadsheets berbeda
data di kolom Hasil Verifikasi Dukcapil kosong,Mayor,data di kolom hasil verifikasi dukcapil kosong
"Pada saat cetak, salah satu kegiatan/laporan. Data \""Indikator Evaluasi Kesesuaian\"" tidak terisi data yang sudah di input.<br data-mce-bogus=""\&quot;1\&quot;"">",Mayor,pada saat cetak salah satu kegiatan laporan data indikator evaluasi kesesuaian tidak terisi data yang sudah di masukan [html_tag]
label tanggal pendaftaran pada filter belum sesuai dengan label kolom tabel data,Minor,label tanggal pendaftaran pada filter belum sesuai dengan label kolom tabel data
"ketika melakukan filter dengan format tanggal awal pendaftaran sesuai dengan pesan pada alert gagal, tetap tidak bisa klik button",Mayor,ketika melakukan filter dengan format tanggal awal pendaftaran sesuai dengan pesan pada alert gagal tetap tidak bisa klik button
tanggal verifikasi belum ada pada kolom data proses data laporan keuangan,Minor,tanggal verifikasi belum ada pada kolom data proses data laporan keuangan
"dibagian parameter saat filter tipe investor hanya muncul 2, mohon tambahkan tipe investor di parameter sesuai yang ada di kolom table",Minor,dibagian parameter saat filter tipe investor hanya muncul 2 mohon tambahkan tipe investor di parameter sesuai yang ada di kolom table
Jenis Layanan Walkin mohon diubah menjadi Walk In agar konsisten,Kosmetik,jenis layanan walkin mohon diubah menjadi walk in agar konsisten
