Log Temuan,Kategori
Di web tidak ada menu yang tercantum sesuai di mappingnya (SS1)<br>SS terlampir,Minor
Nama kolom tabel pada hasil Export dan PDF belum sesuai dengan nama kolom pada Web,Minor
Ketika klik export Excel dan Export PDF muncul pop up gagal download,Mayor
"Saat melakukan checked dan sudah memilih cheker lalu pop up di close dan masuk ke checked lagi, field checker sudah otomatis terisi sesuai pilihan sebelumnya, ketika langsung submit muncul pop up belum memilih checker",Mayor
Nama kolom tabel pada hasil Export dan PDF belum sesuai dengan nama kolom pada Web,Minor
Nama file download belum sesuai dengan nama sub pada web,Kosmetik
"nomor akun beda, tapi deskripsi akun sama",Mayor
Urutan Nama kolom pada web belum sama dengan acuan/mockup,Minor
Terdapat nama kolom yang tidak ada pada acuan/mockup,Minor
SIPROJEK belum tersedia di History Interface,Mayor
belum bisa melakukan export PDF,Mayor
format jam belum sesuai,Minor
hasil download excel terdapat inkonsistensi Pada align kolom D dan E karena pada baris 1 align right<br>mohon di adjust ke seluruh tren,Kosmetik
"Untuk Tombol cancel (X) pada field tidak berfungsi sepenuhnya (tanpa klik tombol \""X\"" dapat membatalkan)",Minor
Bisa ditambahkan ikon bintang (*) sebagai mandatori data field untuk diisi/dilengkapi,Minor
Data Field Pemberi Gratifikasi telah diisi namun tidak muncul pada tabel Tampilan Pemberi Gratifikasi,Mayor
dengan menggunakan mode mobile tampilan pengumuman (tidak  terbaca),Kosmetik
Untuk Kode Jenis Gratifikasi tidak muncul pada tabel,Minor
terdapat underscore (_) pada header kolom isian,Kosmetik
1. Bisa ditambahkan ikon bintang (*) untuk data field yang wajib diisi<br><br>2. Untuk penulisan Uraian Gratifikasi yang diterima/ditolak agar bisa di sejajarkan ke atas dengan tabel,Minor
Tidak terdapat kolom tambah dan simpan,Mayor
"Tidak terdapat kolom Tambah Data, Simpan, Import Excel, Download Template, dan Import",Mayor
Tidak terdapat kolom Export Excel dan Export PDF,Mayor
tabel Log Dokumen belum di takeout,Mayor
Header Kolom Indikator Keuangan Utama berbeda dengan template,Kosmetik
Kolom Tabel bisa di rapihkan dengan rata tengah atau rata kiri,Kosmetik
Gambar pada beranda (Home) belum tampil,Minor
1.Kolom tabel pada Log user id belum ada jarak spasi terlampir    ( ss 001)<br><br><br>2. nama kolom nomer belum ada keterangan (ss002) dan kolom di sesuaikan (ss003)<br><br><br><br>,Minor
"pada hasil download KYNBFI, beberapa kolom yang seharusnya kosong terdapat source code yang ikut tercetak",Mayor
Deskripsi pada activity belum sesuai dengan T.1.1.,Minor
"data di tab Organisasi, Manajemen Risiko, dan Sistem Pengendalian Internal belum tertarik ke generate KYBNFI",Mayor
Untuk Penulisan Alamat Pada Tab Menu Pemberi Gratifikasi jumlah karater tidak sesuai (hanya 100 karakter) dengan dokumen T.1.1 (sebanyak 500 karakter),Mayor
"data pada tab Status Pengawasan, Kepatuhan, dan Isu-Isu Hukum belum tertarik ke hasil generate KYBNFI",Mayor
data Rencana Utama atau Signifikan Perusahaan yang Menjadi Perhatian Pengawas dan Analisis terhadap Potensi Risiko dan Permasalahan yang tergenerate belum sesuai,Mayor
Pada analisis terhadap potensi risiko dan permasalahan berbeda dengan aplikasi dan hasil generate,Minor
"Data pada rencana bisnis utama atau signifikan perusahaan yang menjadi perhatian pengawas, dan analisis terhadap potensi risiko dan permasalahan pada hasil tergenerate belum sesuai",Mayor
label text antara aplikasi dan hasil generate berbeda,Minor
"Data pada tab organisasi, manajemen risiko, dan sistem pengendalian internal belum tertarik ke generate KYNBFI",Mayor
"Data pada tab Status Pengawasan, Kepatuhan, dan Isu - Isu Hukum belum tertarik ke hasil generate KYNBFI",Mayor
tidak bisa upload file,Mayor
Data pada tab ringkasan efektif berbeda dengan aplikasi dan hasil generate,Minor
"1. saat memilih tanggal jatuh tempo rekomendasi maka otomatis muncul tanggal jatuh tempo IKU<br>2. saat memilih jenis rekomendasi, tidak ada perubahan pada tanggal jatuh tempo IKU sedangkan seharusnya saat memilih jenis rekomendasi untuk  selain Non IKU itu akan otomatis terisi default 30 hari dan default kosong untuk Non IKU",Mayor
Data pada tab kegiatan penunjang berbeda dengan aplikasi dan hasil generate,Minor
Data pada tab rencana bisnis berbeda dengan aplikasi dan hasil generate,Minor
"Data pada tab Organisasi, Manajemen Risiko, dan Sistem Pengendalian Internal berbeda dengan aplikasi dan hasil generate",Minor
"Sistem membaca master data, mengambil Actual &amp; Commitment dari FM, menghitung Saldo Anggaran, Digunakan (%), Saldo Akhir, dan menampilkan hasil kalkulasi tanpa error masih belum muncul",Mayor
1. Tanggal Approved pada kolom approved tidak muncul<br>2. Kolom status tidak berubah mengikuti status data tersebut,Mayor
Data pada tab kegiatan penunjang berbeda dengan hasil generate dan aplikasi,Minor
Tampilam popup fitur hapus belum sesuai dengan T.1.1,Minor
"Untuk tombol aksi \""+\"" keterangannya tambah baris baru seharusnya tambah data baru.",Minor
"Pada Dokumen T.1.1 tertulis dengan aksi SUBMIT akan muncul popup \""apakah laporan sudah jelas dan lengkap\"" namun pada aplikasi aksi nya adalah KIRIM",Minor
Status data tidak tampil di grafik dan kolom<br><br>,Mayor
data status approved di grafik tidak muncul pada data di kolom status,Minor
"saat simpan data Analisis Kinerja Sub Dana, popup notifikasi menggunakan symbol x untuk keterangan data berhasil disimpan",Minor
"Saat simpan data analisi kinerja sub dana, popup nootifikasi menggunakan simbol x untuk keterengan data berhasil disimpan",Minor
"di menu overview monitoring pemeriksaan langsung, pada kolom data aspek pemeriksaan download PDF warnanya bocor background biru sedangkan kolom download print, png, jpeg xls tidak ada",Minor
"Pada Tab Menu Pemberi Gratifikasi tampilan pada tabel untuk Hubungan menggunakan kode nomor , namun pada saat pengisian data field nomor tersebut tidak ada",Minor
"Data tidak realtime, data yang diinput pada akun pelapor tidak terbaca di akun admin",Mayor
"Kolom ID tidak ada di mockup, berbeda dengan mockup",Kosmetik
Pengelolaan Risiko poin a-h belum ada pada aplikasi,Mayor
sistem akuntansi seharusnya Sistem Akuntansi agar konsisten,Kosmetik
Belum ada Menu Agregat Industri,Fatal
Belum ada menu Kepatuhan,Fatal
"huruf awal \""terhadap potensi risiko\"" belum menggunakan huruf kapital. kata yang seharusnya tidak menggunakan kapital karena merupakan kata depan",Kosmetik
Isu Isu belum menggunakan penghubung (-),Kosmetik
isu isu belom menggunakan penghubung (-),Kosmetik
"Bisa ditambahkan kode bintang \""*\""pada kolom Penerimaan/Penolakan Gratifikasi yang menandakan bahwa kolom tersebut terisi/diisi oleh UPG",Minor
Tidak ada jarak spasi pada keteerangan activity,Minor
Aktivitas harap dibuat lebih general (tidak menunjukkan variabel / nama object backend)<br><br>Spasi harap disesuaikan,Minor
"saat melakukan update/tambah dokumen pendukung, tidak tercatat dalam audit trail",Mayor
tampilan login terlalu besar,Minor
"Setelah melakukan pencarian pada laporan lalu memilih button tombol reset, data tidak menampilkan / load data semula",Mayor
isian kolom approver masih dapat diisi dengan akun drafter,Minor
"1. Pada Tampilan Tabel Daftar Laporan ada kolom ""Sifat"" namun pada field nya (Input Laporan) tertulis ""Sifat Pengaduan"" (SS1)<br><br><br>2. Pada Tampilan Tabel daftar Laporan ada kolom ""Kategori"" namun pada field nya (Input Laporan) tertulis ""Kategori Gratifikasi"" (SS2)",Minor
"typo pada kata \""Aktifitas\""<br><br>Mohon disesuaikan menjadi 'Aktivitas' sesuai kaidah KBBI",Kosmetik
saat melakukan pencarian tanggal data laporan filter tanggal belum sesuai dengan filter tanggal kirim,Mayor
"Terdapat ketidakkonsistenan penggunaan istilah <strong data-start=\""60\"" data-end=\""74\"">\""Analisis\""</strong> dan <strong data-start=\""79\"" data-end=\""92\"">\""Analisa\""</strong> pada aplikasi, modul, serta hasil generate laporan.",Minor
Pada Agregat Industri terdapat menu Fixed report,Mayor
judul tabel I.Laporan posisi Keuangan belum sesuai mockup,Minor
Terdapat menu ALB Renbis,Mayor
"ada typo notifikasi saat melakukan pengujian dengan melakukan penghapusan nama pemberi gratifikasi tanpa menghapus dari penerima/penolakan gratifikasi muncul notifikasi \""Data telah digunakan di Tab Penerimaan. Hapus Penerimaan terkait terlebih dahulu untuk<strong> menhapus </strong>data ini, seharusnya \""menghapus\""",Kosmetik
Catatan yang diinputkan tidak terbaca di preview daftar laporan,Mayor
Terdapat menu Input kepatuhan,Mayor
"Terdapat perbedaan huruf kapital, pada aplikasi menggunakan huruf depan kapital,sedangkan pada hasil generate menggunakan huruf kecil, dan dapat perbedaan pada kata ""<strong>ï»¿serta"" ""dan"" </strong>mohon di adjust pada penulisan aplikasi dan hasil generate<br>",Minor
"ketika melakukan zoom 100 % tampilan kalender terpotong ,sedangkan dengan zoom 75 % kalender terlihat tampilan serupa pada mobile",Minor
"Pada hasil download Laporan Gratifikasi untuk Baris <strong>B. DATA PENERIMAAN GRATIFIKASI , </strong>ï»¿bisa disamakan penulisannya saat melakukan input laporan <strong>ï»¿Data Penerimaan / Penolakan Gratifikasi</strong>",Minor
"Untuk data field <strong>kode, nama kantor, alamat kantor, kecamatan, kelurahan </strong>dan<strong> kode pos </strong>bisa ditambahkan kode bintang \""*\"" karena merupakan data wajib isi",Minor
Pada penulisan hasil generate tidak di bold dan tidak menggunakan huruf kapital berbeda dengan aplikasi,Minor
saat klik export excel dan pdf muncul pop up error,Mayor
"belum sesuai template, kata baku analisa adalah <b>analisis</b>",Kosmetik
"belum sesuai template, kata baku analisa adalah <b>analisis</b>",Kosmetik
"belum sesuai template, kata baku analisa adalah <b>analisis</b>",Kosmetik
"belum sesuai template, kata baku analisa adalah <b>analisis</b>",Kosmetik
"belum sesuai template, kata baku analisa adalah <b>analisis</b>",Kosmetik
Jumlah perusahaan pada menu Rekap monitoring pemeriksaan langsung tidak sesuai dengan Overview Monitoring pemeriksaan langsung.,Mayor
Isi kolom pada web belum sesuai dengan mockup,Minor
Isi kolom pada web belum sesuai dengan mockup,Minor
"Saat sesion time out tidak tidak langsung menuju tampilan login awal username dan password, namun muncul error",Mayor
Terdapat perbedaan penulisan huruf kapital pada aplikasi dan hasil generate,Kosmetik
Pada penulisan hasil generate tidak di<b> bold</b> berbeda dengan aplikasi,Kosmetik
Pada penulisan hasil generate tidak di <strong>bold </strong>ï»¿berbeda dengan aplikasi,Kosmetik
Pada penulisan hasil generate tidak di <strong>bold </strong>ï»¿berbeda dengan aplikasi,Kosmetik
Dalam penulisan header belum ter numbering  pada hasil generate,Kosmetik
Pada penulisan hasil generate tidak di <strong>bold </strong>ï»¿berbeda dengan aplikasi,Kosmetik
data log aktivitas kurang lengkap (monitoring pemeriksaan langsung),Minor
"untuk aktivitas mengakses form tambah sebaiknya dihilangkan karena belum melakukan aktivitas tambah, melainkan hanya mengakses menu",Minor
Pada penulisan hasil generate tidak <strong>dibold </strong>ï»¿berbeda dengan aplikasi,Kosmetik
Aksi import excel/tambah data melalui import tidak ada keterangan aktivitas pada audit trailnya,Minor
1. Based on lampiran T11 seharusnya kolom kategori muncul opsi untuk pilih PEP atau DTTOT<br><br>2. Seharusnya saat mengisi nomor maka otomatis akan terisi dengan urutan nomor yg sesuai<br>,Mayor
"terjadi double judul ""data"" pada header diatas table",Kosmetik
pada jenis data MI NAB 10M. masih belum sesuai judul tabelnya,Minor
pada jenis data MI Summary NAB 10M (View RD). masih belum sesuai judul tabelnya,Minor
"login dengan username vendor.mpks10, namun ketika sudah masuk ke web, jadi vendor.mpks04",Mayor
pada jenis data MI Summary NAB 10M (View BK). masih belum sesuai judul tabelnya,Minor
pada jenis data PE Data Profil Kosong. masih belum sesuai judul tabelnya,Minor
pada jenis data MI NAB 10M. masih belum sesuai judul tabelnya,Minor
pada jenis data PE Rata-Rata Transaksi Nasabah. masih belum sesuai judul tabelnya,Minor
pada jenis data PE Total Transaksi Nasabah. masih belum sesuai judul tabelnya,Minor
berbeda dengan mockup acuan<b> Nama LJK </b>dan <b>LJK</b><br>,Kosmetik
pada jenis data: Data Nasabah Individu Tidak Disampaikan. kurang Tanggal  tercatat pada KSEI,Mayor
pada jenis data: Data Nasabah Institusi Tidak Disampaikan. kurang Tanggal  tercatat pada KSEI,Mayor
"peda jenis data: PE Kenaikan Value Portofolio. kata ""persentase"" memakai simbol %",Kosmetik
pada jenis data PE Anomali Transaksi. masih belum sesuai judul tabelnya,Minor
"Tanggal lahir blm ada validasi, masih bisa diisi lebih dari tanggal saat ini",Mayor
"Tanggal akhir blm ada validasi, masih bisa diisi kurang dari tanggal awal",Mayor
Created By dan Modified By masih blm terisi sesuai akses,Mayor
NIK masih bisa di input huruf,Mayor
"perbedaan format penulisan <b>Tanggal Surat Tugas, Tanggal dibuat, dan tanggal dikirim </b>pada penulisan bulannya",Minor
"pada MI NPW Transaksi, kurang field table \""status\""",Mayor
pada jenis data BAE Statistik Jenis Efek. masih belum sesuai judul tabelnya,Kosmetik
"pesan validasinya masih ada bahasa inggris, sebaiknya dihilangkan",Minor
"ketika tambah data, masih bisa menyimpan data kosong tanpa melakukan pengisian",Mayor
"Tidak bisa masuk ke aplikasi, muncul pesan ""Gagal mendapatkan Pass Key""",Fatal
"pada jenis data PE Perbedaan nama, datanya masih kosong",Mayor
urutan sub menu di aplikasi dan di mockup tidak sama,Kosmetik
Tidak ada keterangan nama kolom,Minor
Data tidak muncul,Mayor
Filter tidak dipilih namun data dapat muncul,Mayor
Filter tidak dipilih namun data dapat muncul,Mayor
"pada filter eksternal dan memilih pengirim, nama nama pengirim tidak dapat muncul",Mayor
Nama file hasil download belum sesuai dengan nama file pada web,Minor
"Jika Export Excel dan PDF file hasil download, nama file belum menggambarkan sesuai yang di export, mohon di adjust ke semua tabel",Minor
"Ketika klik tab Progress Likuidasi&gt; Ceklis Reporting Automatic yang perlu di update nya tidak bisa (SS1) dan belum ada penamaan ""cheklist pengawas"" nya (Datanya belum ada di setiap perusahaan)",Mayor
"posisi tabel \""uraian\"" berbeda dengan mockup, dan tabel menu ceklis berbeda dengan mockup",Kosmetik
"sama seperti temuan no 2 / pada filter eksternal dan memilih pengirim, nama nama pengirim tidak dapat muncul",Mayor
Pada Summarry belum terdapat button untuk pilih jenis download yang diperlukan,Minor
"1. Ketika ubah data berhasil(SS1), aksi berhasil edit tersebut tidak tercatat pada audit trail nya (SS2)<br><br>2. Aktivitas ""logoout"" tidak tercatat pada audit trail (SS3)<br><br>3. Ketika ""hapus data"" belum tercatat pada audit trailnya (SS4)",Mayor
Hasil export excelnya pada per tab belum sesuai (SS1),Minor
Nama file hasil download belum sesuai dengan nama file pada web,Minor
Data hasil filter tidak muncul,Mayor
hasil export excel isinya berbeda dengan aplikasi,Mayor
"Periode : 2026<br>Pada bagian Summary, Jumlah Likuidasi Dana Pensiun, Jangka Waktu Penyelesaian Likuidasi dan Nama PIC. Nama PIC masih Kosong",Mayor
"1. pada hasil download excel dan pdf kolom ceklis tidak menampilkan ceklis<br>2. pada awal kalimat kolom uraian ada beberapa yang menggunakan spasi diawal, dimohon untuk dibuatkan sejajar<br>3. pada awal kalimat kolom uraian ada beberapa yang menggunakan tanda (-) pada awal kalimat<br>4. ada typo pada aplikasi dan export excel dan pdf pada nomor 15 dan 19",Mayor
Penamaan file pada export excel dan pdf hanya menggungkan (-) dan angka:<br>1. Jumlah Lukuidasi<br>2. Jangka waktu penyelesaian<br>3. Status Pembentukan RKA<br>4.Status Penyelesaian Likuidasi<br>5. Batas Waktu RKA Selesai,Minor
kolom yang dapat di edit hanya:<br>- Status<br>-Status Badan<br>-Batas Waktu RKAB<br>selebihnya tidak dapat diedit,Minor
"ketika melakukan edit dan hapus data, tidak tercatat di audit traill",Mayor
"Terdapat typo pada kata ""Likuidasi""di judul dashboard ""Status Pembentukan RKA, Status Penyelesaian Likuidai dan Batas Waktu RKA Selesai"". Mohon untuk disesuaikan",Kosmetik
pada saat klik home langsung kebuka newtab,Minor
Nama Tabel belum sesuai dengan nama judul,Minor
Angka pada tabel mohon di adjust rata kanan,Minor
"1. Summary, Jumlah Likuidasi Dana Pensiun, Jangka Waktu Penyelesaian Likuidasi dan Nama PIC. Pada Tabel Jumlah Likuidasi Dana Pensiun, Jangka Waktu Penyelesaian Likuidasi format angka belum rata kanan. Mohon untuk disesuaikan<br><br>2. Status Pembentukan RKA, Status Penyelesaian Likuidasi dan Batas Waktu RKA Selesai. Pada Tabel data angka belum rata kanan. Mohon disesuaikan",Minor
aplikasi dengan mockup tidak sesuai,Mayor
tabel pada aplikasi tidak sesuai dengan mockup,Minor
Tabel pada aplikasi berbeda dengan Mockup,Minor
tabel pada aplikasi berbeda dengan mockup,Minor
"""Jumlah"" belum rata kanan (SS1)",Minor
Tabel pada aplikasi berbeda dengan Mockup,Minor
"Pada pilih Periode, Industri, dan Nama Perusahaan ,  kemudian klik button Proses, di audit trailnya tercatat ""Mengakses Form Tambah"" (SS1)",Mayor
Hasil download tidak sesuai dengan tabel yang tertera diaplikasi pada form<br>-RKAB<br>-Analisa Dokumen Progress Likuidasi<br>-Penyelesaian,Mayor
Opsi jenis sanksi ada pilihan yang double,Minor
"ketika mengisi form tambah dan hanya mengisi mandatory saja lalu disimpan, terlacak di audit traill hanya <strong>mengakses form tambah, </strong>ï»¿jika mengisi form tambah sampe full baru muncul",Minor
Data sanksi belum muncul pada user Reviewer,Mayor
Session berakhir lebih dari 30 menit,Minor
file hasil download tidak bisa di buka (file corrupt),Mayor
Opsi pilihan Transaksi Pelimpahan PUPN belum muncul,Mayor
Daftar Pencatatan Transaksi belum muncul di submenu,Mayor
Tombol OK atau Submit sebaiknya warna biru atau hijau,Kosmetik
"1. Pada Centang Reporting Otomatis ""Rencana Penyelesaian"" dan ""Keterangan"" nya kosong, tetapi ""Persentase Penyelesaian TL"" nya tercantum 100%<br><br>2. ""Rencana Penyelesaian"" dan ""Keterangan"" nya terisi, tetapi ""Persentase Penyelesaian TL"" nya tercantum 0%",Minor
Email tidak terkirim,Mayor
Nilai Tagihan sedangkan pada web NILAI TAGIHAN (RP),Kosmetik
setelah mengirim data dari drafter ke reviewer data belum masuk,Mayor
ketika melakukan penyesuaian tabel data kolom sebelah terpotong baik judul maupun isi kolom,Minor
button <strong> Hapus </strong> belum muncul,Mayor
